daily_limit_mins,current_session_mins,total_usage_today,addiction_level,time_of_day_hr,scroll_velocity_avg,session_depth_pages,next_interval_mins,interruption_type_id
240,50,192,7,17,8.003159128175366,29,6,4
60,123,226,7,4,12.414424365950016,13,1,20
150,178,99,8,9,10.282975546478678,6,2,20
45,171,104,6,16,22.524661625395648,7,1,20
60,40,101,2,11,25.349240902738323,13,7,20
30,122,145,1,5,16.916059093730464,24,1,18
300,134,147,4,5,21.071243774762653,4,3,20
90,54,204,1,1,5.495046426336394,2,2,20
150,102,323,10,21,11.352668808995041,12,2,20
180,75,230,4,3,15.625501192837088,33,1,20
45,62,115,1,12,17.47366587001167,35,1,19
240,156,369,4,6,17.993383552359205,12,2,20
300,118,291,7,11,22.244325082617685,2,4,20
45,4,220,1,21,18.280795578912983,2,12,19
120,52,269,3,1,10.293773795241357,6,1,20
45,88,169,5,17,8.023321384570341,20,2,20
120,108,177,8,2,13.851462152199709,15,1,20
180,95,338,4,15,15.563736576724544,28,2,20
150,104,18,8,10,17.725876910275208,5,1,18
90,135,59,10,20,13.460929456779784,30,1,20
45,126,21,8,6,9.383520833732463,23,2,20
180,67,136,4,5,20.13773085291021,28,5,13
300,139,201,8,17,15.83641465288823,9,1,20
30,84,44,6,14,17.184402255742743,30,1,20
60,45,157,4,20,17.180383362048605,19,3,20
180,86,172,3,4,16.69806564385225,5,2,16
300,172,316,5,16,18.19351576705862,28,1,20
120,140,230,5,23,9.83360482665283,12,4,20
180,67,338,9,9,13.462796913010374,38,2,20
180,91,347,3,13,11.875439520872625,24,1,20
90,152,245,5,7,20.004241290974417,2,1,19
120,5,28,2,4,16.06825671439798,32,47,3
45,26,7,10,9,5.8406596941751765,35,16,6
240,74,63,6,8,18.418887447221795,21,1,15
30,1,101,6,8,14.119709104870099,34,8,20
45,47,37,7,6,17.79903679049151,14,3,7
60,147,108,9,3,17.681994620092528,13,1,20
180,107,174,3,20,15.927831993852816,6,2,16
150,108,262,1,16,12.083053412968232,28,1,19
180,55,108,9,9,20.864816990965224,39,4,6
120,37,22,4,3,12.768531219423583,12,12,6
90,158,254,7,11,11.673430721579019,20,3,19
180,79,231,7,5,21.756885285410736,2,1,20
60,169,154,8,16,19.617731821729144,39,1,17
180,63,65,7,8,8.38092629523738,38,3,13
45,164,24,8,1,22.118700449564734,24,1,20
240,156,74,8,3,25.783032118505332,30,1,20
150,11,15,2,4,23.179096357068058,10,43,2
60,129,174,9,23,18.980879759822134,22,3,20
60,116,200,8,7,16.22979842467074,32,1,19
120,97,255,8,9,13.59111861953961,6,2,20
60,158,8,5,17,14.682410294239485,37,1,19
150,3,259,9,23,11.593968028359903,9,1,20
45,110,214,7,10,19.573029440818967,6,1,20
240,7,250,1,20,23.737760470330695,20,12,12
300,60,88,5,21,16.321740853723753,7,5,4
180,91,68,7,11,6.187373288318005,27,3,16
60,10,37,5,13,27.218452894533986,15,41,4
90,72,161,3,15,12.541417075308598,20,1,19
45,124,117,8,2,8.694152590725711,21,1,20
300,28,433,2,8,19.627255859421304,23,6,17
120,104,226,1,23,21.030006744086883,33,1,20
45,85,166,4,0,16.135701993717266,9,2,20
150,72,272,4,16,15.290941953898281,13,3,20
180,149,197,10,16,10.052746265029773,8,1,20
45,165,198,4,17,22.37854067779219,9,1,20
30,81,108,5,6,16.60328245515094,14,1,20
180,83,235,4,9,13.538930008094182,7,1,20
30,64,12,1,22,11.506794547018611,23,11,12
60,43,157,3,0,26.593700790815713,12,1,20
90,152,197,4,5,13.325958522601654,38,2,20
45,114,65,7,14,16.284002943908526,2,1,19
180,109,215,9,9,21.472976708357034,2,1,20
120,121,121,8,23,19.536214691301293,4,1,20
30,137,196,6,14,18.330194726561714,16,1,20
240,67,227,3,1,21.53081146024096,23,2,14
180,101,308,4,15,20.18025399221829,17,1,20
90,154,164,7,15,13.803601661012669,22,5,19
45,88,145,4,8,12.527065332773834,37,1,18
180,70,13,2,21,15.358177916076516,29,7,12
45,172,87,1,8,13.06809492623485,19,1,17
150,18,44,5,14,11.46412562915743,37,33,2
30,18,185,1,22,12.51027549062176,4,8,19
180,163,274,1,22,14.87131972324386,18,3,20
180,74,170,10,0,17.811167965236947,1,1,17
90,167,51,1,19,18.393625860465704,3,3,19
90,21,28,9,3,14.859392727478786,9,18,7
120,157,204,5,21,17.646283281458647,22,2,20
45,175,19,3,12,15.607509670959692,29,1,20
300,72,80,9,10,21.831020157061992,14,5,15
90,64,126,2,5,10.717129837021195,32,4,19
300,83,118,4,9,8.700049384201254,37,2,14
60,44,204,5,0,18.9958194264207,26,1,20
300,22,416,3,2,23.776548093566035,1,4,20
30,66,195,3,11,15.684147421581955,36,2,20
180,14,12,3,2,18.41908799365902,19,38,5
90,169,64,9,17,11.476605012142503,24,2,20
180,131,57,6,15,6.904615347809205,26,2,20
150,139,61,9,4,12.713542657382915,17,1,20
90,15,149,7,17,16.908225600414518,37,3,20
90,37,200,10,22,11.660962487015595,6,2,20
240,59,406,4,1,14.631078328367598,17,1,20
180,116,274,4,15,12.365320807796257,32,1,19
90,35,264,8,9,8.47679361413185,37,1,20
150,160,271,8,11,12.509089085431416,3,1,19
150,153,8,3,9,13.256874646663086,4,1,19
30,31,97,7,12,8.647250673280961,2,4,20
45,166,168,4,5,12.696435106703976,3,1,20
90,37,139,8,18,4.964275549401966,12,1,20
150,103,286,5,20,20.02170200992306,6,4,20
150,41,159,3,14,15.289512867029176,7,6,16
30,93,57,7,14,11.03367262195918,27,2,19
240,131,66,6,4,20.53063475876646,25,1,20
45,143,171,3,16,8.080695507001959,3,1,20
120,145,165,10,2,14.87366617695566,18,2,20
90,152,27,2,7,15.741320078474844,22,1,20
120,126,23,4,16,8.898957104997882,29,3,19
120,48,189,2,19,14.79757107369502,31,4,20
240,153,19,5,1,13.746979086121444,39,1,20
180,123,277,3,22,16.225100325494054,6,2,20
300,94,100,10,0,12.572404946305287,31,1,20
30,22,101,9,2,8.699899968798922,28,2,20
150,141,82,4,3,17.769329739991374,6,1,20
150,106,150,2,4,12.236746080678344,6,2,20
45,92,85,9,16,13.57658864451041,28,1,20
240,60,414,3,20,15.60505380017544,2,1,20
150,87,92,2,20,13.492566077266396,35,4,14
300,132,44,3,4,21.82506780478238,37,1,20
120,29,208,6,0,12.858228809274276,28,3,20
180,49,153,7,21,8.18100694536466,30,7,4
150,24,13,4,4,3.374330971233869,37,24,5
120,159,63,7,20,19.25360395713393,1,3,20
150,113,6,9,3,22.092571234444765,24,3,20
90,64,211,6,3,17.632482019647032,15,1,20
60,16,166,4,16,13.195407164266324,5,7,20
30,2,96,10,16,12.934074953030368,32,4,19
30,164,132,6,19,21.812636758616584,35,1,20
150,176,279,10,0,11.459659793851145,25,1,20
300,51,368,7,6,27.560918806502414,7,1,20
240,78,213,2,17,3.722865679389958,24,3,14
45,46,149,7,11,10.363368083132602,37,1,20
300,27,417,10,7,20.155910971267947,7,1,20
240,33,326,5,2,11.996111123095385,19,1,19
300,49,321,3,7,19.57468613208191,21,1,18
90,85,238,8,18,19.950989442124765,16,2,20
300,165,369,1,16,16.88117975173277,11,1,20
45,62,30,3,11,22.32256683535297,2,9,12
30,36,88,7,7,15.980632677526623,11,1,20
300,146,151,10,18,15.807742147367875,29,3,18
240,110,320,7,1,4.697935388243035,7,1,20
180,38,72,5,2,11.39959384486719,27,7,6
240,152,402,10,23,15.568424994525124,32,1,20
30,177,200,10,9,15.025533805797853,15,1,19
300,176,155,2,22,13.779034926687455,34,1,20
300,78,224,4,0,26.366214592631103,22,1,18
300,42,305,6,3,18.0074015683113,21,2,18
150,81,233,7,15,19.009424846306125,6,1,20
90,90,138,7,13,20.790882805346538,19,1,19
45,91,89,8,22,22.24069887909507,29,1,20
90,2,179,7,14,19.055761630517743,23,8,20
180,52,190,10,9,16.98984098545897,6,1,20
30,32,60,8,0,12.879087899587482,4,1,20
300,15,221,7,17,12.031275621942246,22,33,2
60,61,136,3,1,12.440789331949635,29,1,20
90,23,202,3,16,22.26753710218439,34,7,19
120,179,234,9,12,19.56345891367196,30,2,20
60,175,51,7,5,18.892485365492615,36,2,19
90,105,133,8,0,25.62787734910958,37,1,20
120,62,79,6,22,24.32330602669573,31,4,11
30,30,156,7,17,15.705162739236096,18,3,20
300,177,70,4,11,20.969727508583098,22,2,20
90,82,191,1,5,14.155107972821433,37,1,20
300,35,92,2,21,15.545758633266896,18,23,3
90,164,130,2,13,11.914754932857237,12,1,20
30,34,58,4,15,13.248452868499513,30,3,20
120,40,1,5,5,18.028821752367307,29,8,5
300,128,456,3,10,20.846818455323575,37,2,19
60,164,91,7,4,17.988148513254938,34,2,20
120,70,246,8,13,20.35103503185143,29,3,20
60,56,69,1,0,7.929897883083215,18,1,19
60,116,40,10,2,16.623651804507077,35,2,20
30,68,156,10,13,13.06704863791081,1,2,20
45,13,45,2,9,16.74110975410709,7,9,13
45,73,90,7,7,18.370596688062097,21,2,20
300,108,94,8,5,16.559830513525053,30,4,18
180,97,240,5,14,21.05626938046302,22,2,20
240,126,307,10,10,7.7474637605239725,35,2,19
45,5,136,1,8,11.936269698653788,17,11,20
300,110,10,9,21,12.41207891698845,25,3,20
60,101,168,9,15,20.636670269924018,31,3,20
45,137,97,8,14,17.008253908773366,28,1,20
30,139,100,5,4,18.469118893551784,28,1,20
300,39,288,6,18,13.047059719286603,25,7,3
240,93,241,1,15,24.489883086606422,18,2,20
90,15,30,2,4,23.951512973034273,35,37,3
180,109,200,5,21,32.93205941283347,26,5,18
60,66,217,3,16,6.890413167072587,34,1,20
60,125,193,5,16,6.891760574911737,10,1,19
90,39,176,4,4,9.756780579494848,18,1,20
45,4,22,8,0,20.014453464211872,39,34,5
90,39,141,7,22,10.172982893520732,34,1,20
60,111,205,6,9,16.375931484114265,36,1,20
240,37,251,3,12,12.058316703090995,16,5,16
45,7,196,1,9,15.052329327176865,17,15,20
300,131,391,5,0,20.26611097069335,2,1,20
60,157,138,7,14,11.516400461628093,18,3,19
90,49,101,8,6,15.476169793705392,18,1,20
60,172,72,3,12,23.72705159492579,2,1,19
60,1,186,5,17,22.5760955400191,19,7,20
240,94,14,7,15,19.356410766464922,34,2,17
240,60,366,10,11,24.658219982713085,36,5,19
150,141,111,1,3,13.332013470117518,39,2,20
90,161,65,8,9,20.29268333071871,11,1,19
30,20,44,3,5,15.639295027419674,29,7,17
90,53,49,2,8,16.022662804734416,9,7,6
240,63,275,3,19,13.076406755931924,29,3,18
150,127,65,3,16,7.159827733882594,32,3,20
45,144,167,6,12,10.135447329425904,2,2,20
60,22,143,10,9,14.544066404924825,13,3,20
180,106,301,7,4,16.469130967231326,4,1,20
90,175,89,1,17,23.858588855963056,2,5,20
90,100,239,2,13,10.127538095601249,13,2,18
120,146,164,4,4,15.965029395196042,6,3,20
240,137,233,6,4,15.476437393745114,35,1,20
180,6,297,5,1,15.13877150688101,22,5,20
300,146,240,10,6,19.00591521667648,21,2,20
120,76,278,9,14,20.076574715746112,4,4,18
30,41,40,2,0,23.20760545686712,10,1,20
90,7,170,8,15,21.20085003223904,7,6,20
150,108,209,9,6,13.11290445622063,6,2,20
150,55,163,4,22,17.68410473649484,19,2,18
300,68,300,1,7,16.02345634923427,13,1,17
120,132,10,6,10,15.093794286696946,2,1,20
120,171,19,1,22,16.799578572805377,36,2,18
150,91,29,5,13,16.09983354046983,23,2,16
150,171,177,9,22,5.88229847801078,7,1,20
60,179,175,3,6,9.409224309297905,13,2,20
150,164,124,2,13,6.733398681261452,12,3,20
240,55,256,10,7,7.55484545990461,2,1,20
150,172,106,8,9,12.910712140967224,27,1,20
120,150,165,4,10,9.981884892156977,27,1,20
60,78,138,9,18,20.391292659699662,13,1,20
30,99,190,7,5,17.30113482133413,37,1,20
120,1,37,5,15,15.824799750396664,6,47,4
150,34,308,3,19,17.86169996178362,10,6,18
150,117,242,8,9,13.66777875230217,26,1,19
150,111,104,1,7,19.236301308411754,22,3,17
60,160,189,1,19,17.782987095299784,19,3,20
90,134,91,8,19,11.840915591860325,15,3,20
60,116,97,3,23,13.874286257156857,18,3,20
45,45,50,7,17,21.353846248524285,32,1,20
240,169,95,2,1,18.24273011939139,24,2,20
180,153,50,3,17,11.123276819799727,34,1,20
240,14,141,10,10,8.205641440328368,4,26,2
150,169,103,3,8,20.44803302048335,10,3,18
180,6,316,8,3,12.56428483646905,23,5,20
30,117,174,1,19,19.73841614704132,10,1,20
120,112,281,4,6,14.92285578224267,6,2,20
90,42,113,8,6,22.36934197403662,30,2,19
60,28,136,3,9,12.401721803806797,22,7,20
45,92,107,7,14,13.117673173803151,11,1,20
300,31,294,1,8,25.972716602704256,19,28,1
240,40,304,2,18,16.816469260966684,38,4,18
45,106,7,8,16,18.249731335546898,16,1,18
150,178,82,4,15,19.674636932604056,36,1,20
60,2,223,2,19,14.867084866088813,12,14,20
60,52,225,4,19,19.502080009754845,22,1,20
120,75,97,7,18,11.992040308095863,37,2,16
180,59,49,7,18,16.543009625310813,27,5,5
180,126,1,2,23,13.038501954817905,24,1,20
30,136,62,8,10,18.80069857930615,2,1,19
180,29,29,10,23,18.160564609331747,16,6,5
180,34,253,10,7,20.012053863061382,14,1,18
150,50,188,3,13,16.809194592503975,8,1,17
150,29,74,10,10,11.481661149406612,29,10,5
45,39,124,6,15,15.33537621636879,5,3,20
60,44,160,7,1,11.47561662341943,11,1,20
60,83,229,3,7,15.46897647272322,20,1,20
60,147,103,7,17,12.804243978661065,27,1,20
45,124,12,2,11,13.580543682127551,16,1,17
300,130,81,9,4,15.362483642273856,15,1,20
150,40,231,4,2,15.266953569795369,27,1,20
45,12,27,2,22,25.33967136137794,3,44,2
60,15,41,8,20,18.930766034096052,20,29,3
150,1,250,10,19,8.96981903580728,2,3,20
90,80,17,1,5,10.885697317750068,18,4,12
180,172,108,7,22,21.117348807143046,1,2,20
150,101,123,3,2,9.345734954093132,2,2,18
150,94,81,9,10,15.977473321901394,36,2,17
60,162,8,1,10,15.741041072871274,4,2,19
240,168,350,9,14,24.240020586959552,8,1,20
300,60,167,10,16,15.489403346975156,23,6,7
150,148,80,7,10,14.9542060968281,37,2,20
45,104,102,8,12,10.24279807191384,29,3,20
30,6,93,6,17,16.690079302270288,17,7,20
60,166,23,6,1,16.821729597798402,10,1,20
60,106,176,5,9,21.749279986669077,11,1,20
240,163,22,5,20,11.790266354034515,4,3,20
120,125,46,2,5,7.445172803752705,31,1,18
30,78,60,2,11,8.344521499647675,21,2,19
90,154,257,10,11,20.172585566845495,31,1,19
180,31,177,10,22,9.291613462514144,10,9,5
120,80,237,4,12,21.828061142889663,18,1,20
150,45,49,7,18,14.34030484912843,9,5,4
90,89,124,6,23,8.419208076338903,32,1,20
45,31,42,7,13,16.625079618011725,21,12,5
300,83,434,5,16,13.29054119407056,33,1,19
45,60,44,5,4,10.3250093557971,23,1,7
45,116,23,1,4,8.750323630300823,25,1,19
45,93,209,4,11,21.237943055853442,8,1,20
30,141,75,7,11,11.32898389811653,36,1,19
60,45,179,5,9,19.286010822367494,33,3,19
150,84,12,2,1,9.55730355525012,34,2,18
180,159,245,3,13,14.426789845537403,6,1,20
30,138,26,5,15,10.334067302634473,17,4,20
120,58,58,10,8,13.697581336146575,2,6,5
120,51,33,6,14,8.069464643853276,15,4,5
30,136,159,9,16,14.331933215824288,3,1,19
90,133,177,3,3,16.039939016524148,20,3,20
30,95,64,1,19,18.43791201044558,37,1,20
30,156,120,4,20,19.61016806156759,29,1,19
180,115,352,9,10,20.98836902725361,24,1,20
180,138,208,6,5,13.807319102660905,5,1,18
60,30,18,7,8,16.288299829966437,10,15,4
180,176,47,3,4,17.907032692430167,14,2,20
60,101,180,10,5,15.552950915743356,1,2,20
45,130,183,5,10,8.821436524042522,8,2,17
90,37,58,10,7,15.394389326885564,8,7,5
60,64,186,7,9,17.07535641739078,22,1,20
180,104,108,2,4,9.448435919419401,36,1,18
30,113,90,9,2,17.819903784035972,7,3,20
150,103,196,1,15,17.36784436296275,16,1,20
45,79,144,3,0,18.418996841492145,19,2,20
240,116,286,1,18,2.4062342311022906,34,1,20
120,165,171,3,17,12.598851661740177,31,1,20
60,43,83,7,12,10.893386591533904,33,1,19
180,97,356,9,0,12.814782844381323,20,2,20
45,118,33,2,23,15.732196696870817,37,1,20
120,119,235,1,14,13.022795928983758,19,1,19
240,93,221,4,0,21.037067824697534,15,2,18
30,155,119,7,8,13.095657096832255,18,2,19
30,171,169,4,20,10.956270928559924,24,2,20
60,166,218,10,13,14.325009534797319,16,1,20
60,138,175,10,0,12.551756341948613,29,1,20
180,11,57,10,3,20.65480801667411,5,27,6
150,99,56,9,17,16.590113260638994,38,3,19
180,31,132,1,3,24.479833051840878,28,23,5
90,150,237,6,1,11.308341795095455,30,1,20
45,4,26,7,10,17.19212034578128,9,40,2
45,150,45,7,13,15.620298722328544,18,2,20
30,153,181,6,7,16.94005027419805,37,1,19
300,92,387,5,20,15.792016054894775,33,1,20
180,48,344,7,17,14.050807979921125,29,3,20
60,130,181,10,13,15.17815445712815,24,1,20
45,105,104,2,19,16.55269085501,10,1,19
60,112,216,2,14,12.662197192705694,32,1,20
180,68,324,6,2,24.13707758096161,20,1,20
120,162,9,3,18,10.491748622900221,9,3,19
60,88,51,10,20,24.44839903268551,32,5,17
300,123,91,1,22,19.123370629721038,7,1,16
45,131,219,6,12,16.7391726426929,24,1,19
180,55,95,2,23,21.898849316548258,13,2,7
150,123,146,4,0,19.53523488398839,35,1,20
150,43,35,10,13,11.574858162953257,5,7,6
180,106,249,10,15,11.232304899006103,26,3,20
150,12,301,7,0,9.917043239333506,14,2,20
45,25,137,10,20,15.128161951349764,15,1,19
120,64,44,1,13,17.778500195744936,36,8,11
60,106,28,1,4,16.9242164597689,13,1,18
300,97,63,2,8,18.26498276596007,34,1,16
240,174,393,4,10,22.581510775558524,2,2,20
45,57,139,7,19,21.489997241206353,12,1,18
30,112,34,5,22,16.987403017023695,25,1,20
90,148,269,8,18,24.576124363273745,38,1,20
90,149,121,2,11,18.27124466045849,16,3,20
45,91,180,3,11,15.695343466722646,1,1,20
180,82,40,2,23,12.80576666048541,23,1,15
60,153,29,1,10,23.044841254456617,10,3,20
180,146,148,7,11,16.443777122477833,31,1,20
180,91,147,9,18,13.711138541379709,26,1,15
30,131,5,3,12,19.758212672894373,8,1,18
150,28,302,2,8,16.65124091317712,37,6,19
90,71,133,6,5,10.097540459835535,37,1,20
240,41,304,10,21,10.181468561265536,20,1,20
240,28,140,9,20,15.462384820995863,36,14,4
60,152,132,3,13,7.016379198397805,1,1,20
90,92,26,2,5,15.683406103088688,10,2,15
30,31,81,9,0,11.854041779036692,11,1,20
45,118,104,9,14,15.703026135802547,5,1,20
180,151,348,3,17,13.776209526672885,34,2,19
180,150,308,9,8,14.209452590759417,28,1,19
300,48,104,6,21,21.706595389477503,4,6,5
300,40,25,10,13,17.180708227884114,33,4,4
300,24,23,6,20,20.35424773675831,23,24,1
150,153,23,1,14,18.55598222049524,14,1,20
240,141,288,8,9,15.61948924942659,23,1,19
300,35,215,2,1,17.58214799661429,8,18,7
180,44,93,9,7,22.304000869337283,35,4,4
90,66,268,6,17,22.062982940638967,6,1,20
90,108,93,1,6,9.599533758924395,2,2,20
150,8,5,4,13,11.345316266271091,35,44,2
90,77,261,10,0,21.3239268525086,14,1,20
180,89,291,3,16,16.120302454929114,24,3,20
240,9,83,6,3,21.69900718457527,8,33,6
240,51,345,7,1,13.051371793553216,1,1,20
240,28,57,5,11,19.649654346101897,10,22,3
45,73,47,9,9,7.6709916007904635,3,1,20
45,137,223,1,23,10.897442218144842,32,1,20
45,29,125,10,19,14.471121681544348,3,1,20
45,25,183,8,23,19.95696595241322,38,1,20
90,88,148,3,1,21.928637881005606,5,1,20
120,124,57,7,0,16.80601075500119,28,5,20
90,71,12,4,18,21.32261844675817,20,7,14
120,109,132,7,2,16.623490930608853,7,1,20
90,127,27,2,2,16.3511466597364,35,3,20
180,34,282,5,22,10.587471747059812,13,3,20
30,140,188,10,0,9.530422849108486,2,1,20
30,122,153,10,9,14.811204500767005,36,3,18
45,100,2,3,3,20.067440000910054,14,1,20
30,144,185,8,19,18.11642262580413,16,3,19
60,45,64,6,11,11.640534546120541,24,5,19
150,44,101,1,18,14.354298407004489,18,13,6
150,114,160,3,14,9.873766676298745,35,2,20
30,135,112,4,13,9.955133904620524,1,4,19
150,100,90,4,17,9.321683643321524,21,2,17
120,106,299,2,12,8.842857204566345,4,1,20
180,110,349,9,23,10.314963002758889,32,1,20
150,81,195,5,18,15.814600655166352,26,1,20
180,140,301,5,19,23.235262867912297,4,1,20
45,143,133,3,22,4.112203808317744,19,3,18
30,14,12,7,8,13.566414570553686,27,32,4
180,127,200,10,22,19.58805629940963,2,2,20
300,114,348,5,6,14.604354171806278,9,3,20
45,107,44,8,3,22.542626287305538,28,1,18
180,137,82,9,22,10.989079827717221,16,1,20
60,68,41,3,1,2.2362134381955823,32,4,16
150,104,248,3,4,17.89777558984247,38,4,20
60,85,176,10,1,13.67514894752248,14,1,20
120,23,235,6,20,12.274625267773756,34,5,20
45,155,160,5,20,14.520851035097596,16,3,19
240,68,356,4,13,9.952186732946126,8,2,20
240,115,141,7,7,15.19400243285022,20,2,19
180,63,204,1,13,10.148198747176371,33,1,20
150,79,195,4,8,22.585215975625378,2,4,20
30,28,182,7,15,19.361465183879524,15,6,19
240,149,281,7,0,19.81279043000047,14,1,20
30,10,20,8,21,18.127923372428082,2,34,4
240,120,410,8,2,9.107475261007254,26,1,20
45,66,2,1,0,21.30219538907369,8,7,12
240,60,172,8,16,17.143637500030557,32,3,2
90,75,63,4,18,16.743403176396978,26,4,14
180,155,264,2,1,22.015685438321455,11,2,20
120,179,7,1,2,18.532012827311625,39,1,20
240,67,55,8,23,14.204908458964283,17,1,19
150,134,157,10,2,18.492913529795754,10,2,20
120,59,268,10,22,11.057997831593777,4,2,20
30,127,65,9,0,14.654779571695403,22,1,20
60,113,183,1,12,8.710351059164367,2,1,20
300,101,350,10,18,19.88914096658292,10,1,20
300,133,457,2,22,8.0488949486934,31,1,18
120,89,282,9,23,19.100680230968916,9,2,20
60,119,219,4,4,22.9038550311952,25,3,20
150,62,185,1,16,21.765193700010677,35,1,18
120,13,28,1,11,13.819398443307334,37,44,1
30,149,149,4,9,16.013985175778227,30,1,20
45,100,79,2,17,11.796143673186746,34,1,20
120,175,167,6,2,2.297956649764906,13,1,20
300,37,180,10,3,19.924147638490666,27,3,6
90,147,127,2,13,19.847153156349098,9,1,20
300,35,107,6,5,7.561473212976329,20,12,4
60,72,124,4,18,14.978468521459025,22,1,20
30,85,74,10,11,20.18299849512187,33,1,20
150,108,82,4,18,8.829810702942918,15,4,16
180,67,109,5,10,17.612028171339574,32,4,14
90,10,36,3,0,15.440977485559056,24,40,2
120,155,70,3,14,12.18504765633643,19,1,20
90,134,263,3,21,12.10201682583493,21,3,20
60,161,39,2,16,9.609905313266857,23,4,19
30,171,8,1,13,26.449911524215306,19,2,19
150,15,3,3,20,13.07885093191588,12,43,2
120,95,133,9,20,19.442902613195685,15,3,20
30,83,18,9,7,18.31904078079328,38,1,16
120,173,258,2,22,14.81420550251516,39,1,20
150,104,245,10,10,15.443703945901037,34,1,20
120,11,14,5,10,19.839460608335482,4,36,3
30,145,130,9,21,12.412622275521919,19,2,20
120,7,103,6,15,19.071562727027512,39,42,2
30,164,8,8,8,15.969462868597097,22,1,20
60,59,1,9,11,21.23390436287618,12,4,5
45,63,144,9,21,29.451713477800368,26,4,19
30,114,23,1,3,15.591744219203896,28,1,18
90,67,90,9,19,14.041324428938843,15,1,19
45,62,44,7,16,16.268040843546984,3,4,12
120,131,277,5,12,7.031061072161355,24,1,20
30,94,18,3,3,19.55653637308641,12,1,17
30,156,137,6,21,11.784224604782679,36,1,18
90,85,243,10,21,17.42015489606577,38,1,20
180,135,135,1,1,14.203580589186693,28,2,20
45,59,157,9,20,14.950600443394912,17,2,20
45,3,158,8,4,18.88461548283442,32,7,20
30,85,170,1,7,17.66347959364436,22,4,20
120,80,298,2,16,17.61408524310872,39,2,20
150,98,179,6,17,8.693879515194208,28,3,20
150,173,107,10,19,25.442252852231793,17,2,20
45,137,170,3,0,18.090331291262157,30,2,20
180,62,64,6,19,14.65052307485078,32,5,12
150,37,99,6,10,8.455429291546135,7,10,3
240,137,250,8,4,13.651009907832368,9,1,20
150,169,329,10,4,17.9480832166181,26,3,20
300,67,421,10,11,22.27242889611442,1,2,20
45,120,177,10,11,23.61070134621162,38,1,20
180,76,284,5,5,14.80929859303805,12,2,20
120,92,205,9,22,16.93274271209834,11,1,19
30,141,76,7,22,19.462612744168332,28,1,20
60,1,62,3,22,15.425389968712798,3,13,11
90,57,178,6,10,20.235329299241076,8,2,19
45,163,119,9,1,16.668206159037553,5,4,20
180,24,176,10,5,11.143622138999039,35,17,4
30,108,109,4,20,20.211229861974235,7,2,20
60,47,144,7,21,9.360373938014822,20,1,20
300,16,462,3,6,16.091814773990098,36,9,19
45,134,151,8,1,11.209004136300274,38,1,20
120,176,126,4,12,13.41037521912376,10,1,20
90,101,91,5,14,14.050344234388565,34,5,20
60,177,82,7,7,23.822194879341303,17,1,20
120,4,295,1,0,7.729781228868081,32,13,20
150,9,264,10,7,16.288696539096875,13,7,19
30,5,130,1,22,11.641195522489259,17,9,20
45,65,189,4,17,7.786195054269758,24,2,20
30,102,103,4,1,24.084504926834107,8,1,20
60,167,181,1,18,25.57070839437438,2,2,20
240,178,338,1,15,17.808044345631536,16,2,20
240,6,415,6,1,8.287839859821965,35,5,20
90,41,66,7,12,23.17606562922213,6,4,4
150,173,212,4,17,28.422094860126162,12,4,19
300,50,304,10,4,13.448600162330244,14,1,20
180,176,221,10,12,11.735290163147738,18,4,20
45,14,125,1,18,12.369055754703908,30,13,20
45,66,126,4,20,15.556699819926347,12,4,20
60,98,167,2,13,19.973709332844535,21,2,20
240,140,164,7,0,20.91428364216027,28,3,20
300,6,137,9,6,7.587527010872655,31,35,3
60,176,83,6,14,8.143254388754134,29,1,20
300,138,176,1,21,14.324790872117099,20,3,20
240,147,414,6,23,25.448051941435917,9,3,20
120,47,172,6,23,9.351912911871374,25,1,20
60,138,210,1,4,16.058561271014,25,1,20
180,121,294,10,18,12.99834559678813,19,3,19
300,59,90,4,15,17.282547159613358,29,7,6
150,102,321,5,20,7.543712033634999,37,1,20
60,48,15,2,10,16.677827951988817,27,9,5
120,104,186,9,4,22.54063560372208,11,3,20
180,49,261,4,15,15.688914675086675,5,2,20
240,70,394,9,9,8.870829665820093,35,2,20
90,37,87,9,2,15.26986679093505,20,1,7
45,15,204,7,19,17.36140719389932,37,2,20
45,67,21,7,5,10.031297985180085,5,3,15
60,13,226,6,1,12.37614527908889,1,4,20
240,156,398,9,20,16.236437164145133,6,1,20
30,34,67,10,21,11.95327785830959,8,1,20
180,62,205,7,4,14.37624827613956,26,1,20
150,5,53,4,10,28.771478275919293,5,47,1
45,47,199,7,21,14.52243766135437,12,1,20
300,26,30,4,1,19.758330850543363,24,20,7
120,36,269,10,12,19.506552254387568,10,1,20
45,109,126,1,3,13.71479958112673,31,2,20
60,122,110,4,20,24.907864339483623,38,1,20
180,29,254,7,20,20.347733449525446,3,1,19
180,30,265,2,23,20.127947928857626,8,4,20
30,88,115,4,20,21.803099105440424,37,1,19
90,82,138,10,3,19.500405193695073,3,2,20
150,73,320,7,7,15.171989121096152,2,1,19
240,51,405,6,5,3.3318316379536164,19,1,19
60,18,5,4,21,11.29337365322877,4,33,1
60,116,47,8,16,13.399033904716347,10,3,19
240,31,158,6,18,12.980454781109039,4,17,4
240,31,273,8,15,14.242089304352298,35,3,20
240,57,181,9,1,9.276958466326157,34,4,6
30,173,109,4,16,12.324230809429029,32,1,20
240,177,222,3,17,14.187671243550609,29,4,20
